clade_name,DRR111028,DRR111037,DRR111061,DRR111030,DRR111013,DRR111004,DRR111036,DRR111060,DRR111042,DRR111024,DRR111006,DRR111012
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae,0.000073,0.000079,0.000073,0.000073,0.000073,0.000076,0.000073,0.000073,0.000073,0.000073,0.000082,0.000073
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae,0.000180,0.000194,0.000160,0.000179,0.000160,0.000187,0.000179,0.000160,0.000179,0.000160,0.000199,0.000160
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria,0.000079,0.000085,0.000078,0.000079,0.000078,0.000081,0.000079,0.000078,0.000079,0.000078,0.000087,0.000078
k__Bacteria|p__Firmicutes|c__Clostridia|o__Monoglobales|f__Monoglobaceae,0.003493,0.003301,0.002290,0.003533,0.002294,0.003411,0.003532,0.002267,0.003506,0.002288,0.003354,0.002275
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,0.007478,0.007650,0.007048,0.007469,0.007049,0.007537,0.007469,0.007060,0.007470,0.007049,0.007731,0.007051
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae,0.000074,0.000078,0.000065,0.000074,0.000065,0.000075,0.000074,0.000065,0.000074,0.000065,0.000080,0.000065
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae,0.003071,0.003005,0.002077,0.003092,0.002079,0.003050,0.003091,0.002075,0.003075,0.002078,0.003062,0.002075
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae,0.000068,0.000072,0.000070,0.000068,0.000070,0.000069,0.000068,0.000070,0.000068,0.000070,0.000074,0.000070
k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Oligosphaerales|f__Oligosphaeraceae,0.000067,0.000075,0.000074,0.000067,0.000074,0.000071,0.000067,0.000074,0.000067,0.000074,0.000077,0.000074
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae,0.070582,0.063062,0.025906,0.071788,0.025933,0.068564,0.071758,0.025758,0.070834,0.025902,0.064223,0.025830
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae,0.000090,0.000097,0.000088,0.000089,0.000088,0.000093,0.000089,0.000087,0.000089,0.000088,0.000100,0.000087
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,0.003425,0.003248,0.001808,0.003448,0.001813,0.003354,0.003447,0.001782,0.003434,0.001806,0.003305,0.001792
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptococcales|f__Peptococcaceae,0.000217,0.000236,0.000201,0.000216,0.000201,0.000226,0.000216,0.000200,0.000216,0.000201,0.000242,0.000200
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae,0.000072,0.000077,0.000077,0.000072,0.000077,0.000074,0.000072,0.000077,0.000072,0.000077,0.000079,0.000077
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcales-Tissierellales,0.000081,0.000089,0.000078,0.000081,0.000078,0.000085,0.000081,0.000079,0.000081,0.000078,0.000091,0.000078
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,0.000070,0.000073,0.000067,0.000070,0.000067,0.000071,0.000070,0.000067,0.000070,0.000067,0.000075,0.000067
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0.045886,0.056155,0.144769,0.044537,0.145001,0.050420,0.044569,0.143027,0.045292,0.144625,0.056199,0.143743
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae,0.000069,0.000076,0.000072,0.000069,0.000072,0.000072,0.000069,0.000071,0.000069,0.000072,0.000078,0.000071
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,0.000079,0.000084,0.000069,0.000078,0.000069,0.000081,0.000078,0.000069,0.000078,0.000069,0.000086,0.000068
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Puniceicoccaceae,0.011453,0.011702,0.010997,0.011450,0.010997,0.011513,0.011450,0.011018,0.011450,0.010999,0.011822,0.011003
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__RF39,0.000066,0.000072,0.000068,0.000066,0.000068,0.000069,0.000066,0.000068,0.000066,0.000068,0.000074,0.000068
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae,0.000072,0.000077,0.000067,0.000071,0.000067,0.000074,0.000071,0.000067,0.000071,0.000067,0.000079,0.000067
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae,0.020423,0.019131,0.010793,0.020529,0.010819,0.020180,0.020526,0.010734,0.020449,0.010793,0.019429,0.010752
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae,0.196689,0.177188,0.076840,0.198210,0.076895,0.188706,0.198177,0.076465,0.197653,0.076828,0.177436,0.076612
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae,0.000178,0.000195,0.000191,0.000177,0.000191,0.000187,0.000177,0.000192,0.000177,0.000191,0.000199,0.000191
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadales,0.000078,0.000084,0.000072,0.000078,0.000072,0.000081,0.000078,0.000072,0.000078,0.000072,0.000086,0.000072
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Sedimentibacteraceae,0.000066,0.000073,0.000070,0.000066,0.000070,0.000069,0.000066,0.000070,0.000066,0.000070,0.000075,0.000070
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae,0.010504,0.012783,0.036669,0.010256,0.036674,0.011428,0.010262,0.036480,0.010388,0.036646,0.012797,0.036584
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae,0.000068,0.000073,0.000066,0.000067,0.000066,0.000069,0.000067,0.000066,0.000068,0.000066,0.000074,0.000066
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae,0.000068,0.000074,0.000069,0.000067,0.000069,0.000071,0.000067,0.000069,0.000067,0.000069,0.000076,0.000069
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.031086,0.027930,0.013275,0.031673,0.013311,0.029705,0.031659,0.013118,0.031296,0.013265,0.028356,0.013186
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae,0.007101,0.007661,0.007237,0.007023,0.007247,0.007339,0.007025,0.007128,0.007069,0.007227,0.007712,0.007170
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae,0.007603,0.008422,0.012717,0.007595,0.012723,0.007976,0.007595,0.012702,0.007564,0.012715,0.008546,0.012707
k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae,0.000551,0.000547,0.000325,0.000552,0.000325,0.000558,0.000552,0.000323,0.000550,0.000325,0.000563,0.000323
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae,0.020451,0.022990,0.031416,0.020094,0.031455,0.021655,0.020103,0.031225,0.020298,0.031405,0.023067,0.031304
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__UCG-010,0.000902,0.000829,0.000399,0.000915,0.000400,0.000873,0.000914,0.000396,0.000906,0.000399,0.000849,0.000397
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae,0.013470,0.013745,0.014152,0.013498,0.014178,0.013506,0.013497,0.013996,0.013467,0.014145,0.013866,0.014067
k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Victivallales|f__Victivallaceae,0.000081,0.000087,0.000073,0.000080,0.000073,0.000084,0.000080,0.000073,0.000080,0.000073,0.000089,0.000073
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae,0.000070,0.000074,0.000063,0.000070,0.000063,0.000071,0.000070,0.000063,0.000070,0.000063,0.000075,0.000063
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__[Clostridium]_methylpentosum_group,0.000099,0.000107,0.000097,0.000098,0.000097,0.000102,0.000098,0.000096,0.000098,0.000097,0.000109,0.000096
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__[Eubacterium]_coprostanoligenes_group,0.018854,0.017505,0.010379,0.018987,0.010398,0.018480,0.018984,0.010299,0.018896,0.010375,0.017750,0.010326
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__uncultured,0.001649,0.001580,0.000889,0.001665,0.000890,0.001635,0.001664,0.000880,0.001651,0.000888,0.001621,0.000883
k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Victivallales|f__vadinBE97,0.013906,0.014288,0.013744,0.013886,0.013744,0.014036,0.013886,0.013769,0.013889,0.013745,0.014473,0.013751
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia,0.000070,0.000077,0.000067,0.000069,0.000067,0.000074,0.000069,0.000066,0.000069,0.000067,0.000079,0.000067
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ethanoligenenaceae|g__Acetanaerobacterium,0.000110,0.000122,0.000117,0.000109,0.000117,0.000116,0.000109,0.000117,0.000109,0.000117,0.000125,0.000117
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus,0.004199,0.004334,0.003982,0.004195,0.003988,0.004255,0.004195,0.003945,0.004192,0.003979,0.004383,0.003960
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter,0.010466,0.010798,0.010803,0.010448,0.010804,0.010579,0.010448,0.010819,0.010451,0.010804,0.010937,0.010808
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus,0.000067,0.000072,0.000067,0.000067,0.000067,0.000069,0.000067,0.000067,0.000067,0.000067,0.000074,0.000067
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces,0.000109,0.000117,0.000110,0.000109,0.000110,0.000112,0.000109,0.000110,0.000109,0.000110,0.000119,0.000110
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Adlercreutzia,0.000068,0.000075,0.000066,0.000067,0.000066,0.000071,0.000067,0.000066,0.000067,0.000066,0.000077,0.000066
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas,0.007777,0.008027,0.007765,0.007764,0.007765,0.007863,0.007764,0.007780,0.007766,0.007765,0.008141,0.007769
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Agathobacter,0.017522,0.017722,0.014596,0.017548,0.014608,0.017809,0.017547,0.014513,0.017479,0.014591,0.017968,0.014543
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter,0.000070,0.000075,0.000064,0.000070,0.000064,0.000073,0.000070,0.000064,0.000070,0.000064,0.000077,0.000064
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia,0.003713,0.004198,0.005627,0.003659,0.005630,0.003926,0.003660,0.005578,0.003686,0.005623,0.004219,0.005597
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,0.019353,0.018641,0.011833,0.019550,0.011848,0.019195,0.019545,0.011772,0.019378,0.011831,0.018950,0.011803
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Allisonella,0.000259,0.000270,0.000211,0.000259,0.000211,0.000263,0.000259,0.000211,0.000259,0.000211,0.000275,0.000211
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella,0.002860,0.002982,0.002662,0.002863,0.002667,0.002921,0.002863,0.002631,0.002853,0.002660,0.003031,0.002642
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.000072,0.000078,0.000064,0.000072,0.000064,0.000075,0.000072,0.000064,0.000072,0.000064,0.000079,0.000064
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia,0.000146,0.000159,0.000137,0.000145,0.000137,0.000153,0.000145,0.000137,0.000145,0.000137,0.000163,0.000137
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Anaerofilum,0.000089,0.000094,0.000082,0.000089,0.000082,0.000091,0.000089,0.000082,0.000089,0.000082,0.000097,0.000082
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Anaerofustaceae|g__Anaerofustis,0.000087,0.000096,0.000092,0.000086,0.000093,0.000091,0.000086,0.000092,0.000087,0.000092,0.000098,0.000092
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Anaeroglobus,0.000344,0.000347,0.000223,0.000346,0.000223,0.000349,0.000346,0.000221,0.000344,0.000223,0.000357,0.000221
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostignum,0.000112,0.000123,0.000110,0.000112,0.000110,0.000118,0.000112,0.000109,0.000112,0.000110,0.000125,0.000109
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes,0.006282,0.005992,0.003538,0.006354,0.003543,0.006167,0.006352,0.003515,0.006300,0.003537,0.006099,0.003522
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Anaerotruncus,0.000070,0.000075,0.000068,0.000069,0.000068,0.000072,0.000069,0.000069,0.000069,0.000068,0.000077,0.000068
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Angelakisella,0.000092,0.000101,0.000091,0.000092,0.000091,0.000096,0.000092,0.000092,0.000092,0.000091,0.000103,0.000091
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium,0.000107,0.000117,0.000106,0.000107,0.000106,0.000112,0.000107,0.000106,0.000107,0.000106,0.000120,0.000106
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus,0.000075,0.000083,0.000079,0.000075,0.000079,0.000079,0.000075,0.000078,0.000075,0.000079,0.000085,0.000079
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,0.199991,0.208248,0.291345,0.200855,0.291457,0.201355,0.200831,0.290169,0.200088,0.291330,0.207901,0.290797
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella,0.003213,0.003337,0.002455,0.003208,0.002460,0.003283,0.003208,0.002430,0.003204,0.002453,0.003398,0.002438
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,0.059881,0.046882,0.010424,0.061671,0.010444,0.055085,0.061628,0.010306,0.060497,0.010417,0.047971,0.010366
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila,0.001449,0.001714,0.002416,0.001424,0.002417,0.001590,0.001425,0.002411,0.001432,0.002415,0.001748,0.002411
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia,0.016102,0.015504,0.010734,0.016164,0.010736,0.016101,0.016163,0.010761,0.016094,0.010738,0.015805,0.010738
k__Bacteria|p__Spirochaetota|c__Brachyspirae|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira,0.000085,0.000093,0.000081,0.000085,0.000081,0.000089,0.000085,0.000081,0.000085,0.000081,0.000095,0.000081
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus,0.003614,0.003717,0.003285,0.003612,0.003292,0.003673,0.003612,0.003261,0.003608,0.003285,0.003765,0.003271
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas,0.002268,0.002535,0.003323,0.002246,0.003326,0.002396,0.002247,0.003308,0.002252,0.003321,0.002568,0.003314
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__CAG-352,0.010756,0.009828,0.003564,0.010805,0.003571,0.010673,0.010804,0.003526,0.010757,0.003561,0.010035,0.003539
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-56,0.000283,0.000297,0.000267,0.000283,0.000267,0.000287,0.000283,0.000266,0.000283,0.000267,0.000304,0.000266
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CHKCI001,0.000071,0.000077,0.000068,0.000071,0.000068,0.000074,0.000071,0.000068,0.000071,0.000068,0.000079,0.000068
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CHKCI002,0.000071,0.000078,0.000075,0.000070,0.000075,0.000075,0.000070,0.000075,0.000071,0.000075,0.000080,0.000075
k__Bacteria|p__Campilobacterota|c__Campylobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter,0.000099,0.000105,0.000085,0.000099,0.000085,0.000101,0.000099,0.000085,0.000099,0.000085,0.000107,0.000085
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__Candidatus_Saccharimonas,0.000071,0.000078,0.000068,0.000070,0.000068,0.000074,0.000070,0.000068,0.000071,0.000068,0.000080,0.000068
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Candidatus_Soleaferrea,0.000152,0.000164,0.000142,0.000151,0.000142,0.000158,0.000151,0.000142,0.000151,0.000142,0.000167,0.000142
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Caproiciproducens,0.000153,0.000164,0.000151,0.000152,0.000151,0.000159,0.000152,0.000150,0.000152,0.000151,0.000168,0.000150
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Catabacter,0.000117,0.000125,0.000098,0.000117,0.000098,0.000121,0.000117,0.000098,0.000117,0.000098,0.000127,0.000098
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catenibacillus,0.000102,0.000112,0.000096,0.000101,0.000096,0.000107,0.000101,0.000096,0.000101,0.000096,0.000114,0.000096
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium,0.000072,0.000078,0.000069,0.000071,0.000069,0.000075,0.000071,0.000070,0.000071,0.000069,0.000081,0.000069
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Chloroplast|g__Chloroplast,0.000067,0.000074,0.000072,0.000067,0.000072,0.000071,0.000067,0.000072,0.000067,0.000072,0.000076,0.000072
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenella,0.000156,0.000158,0.000129,0.000157,0.000129,0.000156,0.000157,0.000129,0.000156,0.000129,0.000161,0.000129
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenellaceae,0.000070,0.000078,0.000068,0.000070,0.000068,0.000074,0.000070,0.000068,0.000070,0.000068,0.000080,0.000068
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenellaceae_R-7_group,0.018235,0.015551,0.004735,0.018743,0.004742,0.017297,0.018730,0.004716,0.018366,0.004735,0.015878,0.004723
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter,0.000071,0.000076,0.000063,0.000071,0.000063,0.000073,0.000071,0.000063,0.000071,0.000063,0.000078,0.000063
k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus,0.000172,0.000186,0.000169,0.000171,0.000169,0.000179,0.000171,0.000168,0.000172,0.000169,0.000191,0.000168
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014,0.004831,0.004868,0.003440,0.004843,0.003446,0.004924,0.004842,0.003410,0.004819,0.003439,0.004973,0.003423
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_vadinBB60_group|f__Clostridia_vadinBB60_group|g__Clostridia_vadinBB60_group,0.001579,0.001454,0.000566,0.001597,0.000568,0.001539,0.001597,0.000561,0.001585,0.000566,0.001483,0.000563
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium_sensu_stricto_1,0.000433,0.000482,0.000499,0.000429,0.000499,0.000459,0.000429,0.000500,0.000430,0.000499,0.000494,0.000499
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium_sensu_stricto_3,0.000067,0.000074,0.000067,0.000067,0.000067,0.000071,0.000067,0.000067,0.000067,0.000067,0.000076,0.000067
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Colidextribacter,0.003733,0.003864,0.004212,0.003734,0.004219,0.003782,0.003734,0.004184,0.003728,0.004211,0.003921,0.004197
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,0.006855,0.006446,0.004004,0.006959,0.004011,0.006711,0.006956,0.003967,0.006878,0.004002,0.006543,0.003977
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas,0.000097,0.000104,0.000103,0.000097,0.000103,0.000100,0.000097,0.000103,0.000097,0.000103,0.000106,0.000103
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Coprobacillus,0.000071,0.000075,0.000062,0.000071,0.000062,0.000073,0.000071,0.000062,0.000071,0.000062,0.000077,0.000062
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter,0.001300,0.001381,0.001435,0.001296,0.001437,0.001331,0.001296,0.001425,0.001297,0.001434,0.001402,0.001428
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus,0.004110,0.004182,0.003605,0.004129,0.003609,0.004146,0.004129,0.003597,0.004109,0.003606,0.004250,0.003599
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Coriobacteriaceae_UCG-002,0.000070,0.000074,0.000069,0.000069,0.000069,0.000071,0.000069,0.000069,0.000069,0.000069,0.000076,0.000069
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium,0.000074,0.000079,0.000071,0.000073,0.000071,0.000076,0.000073,0.000071,0.000074,0.000071,0.000081,0.000071
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium,0.000069,0.000076,0.000070,0.000068,0.000070,0.000072,0.000068,0.000070,0.000068,0.000070,0.000078,0.000070
k__Bacteria|p__Firmicutes|c__Incertae_Sedis|o__DTU014|f__DTU014|g__DTU014,0.000185,0.000195,0.000152,0.000184,0.000152,0.000189,0.000184,0.000152,0.000184,0.000152,0.000200,0.000152
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__DTU089,0.000508,0.000538,0.000430,0.000506,0.000431,0.000528,0.000506,0.000431,0.000506,0.000430,0.000551,0.000430
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Defluviitaleaceae|g__Defluviitaleaceae_UCG-011,0.000190,0.000199,0.000166,0.000189,0.000166,0.000194,0.000189,0.000166,0.000189,0.000166,0.000203,0.000166
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia,0.000069,0.000075,0.000067,0.000068,0.000067,0.000072,0.000068,0.000067,0.000068,0.000067,0.000077,0.000067
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio,0.001102,0.001091,0.000622,0.001107,0.000624,0.001096,0.001107,0.000618,0.001103,0.000622,0.001111,0.000619
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Dialister,0.003155,0.003271,0.002923,0.003152,0.002927,0.003252,0.003152,0.002902,0.003144,0.002922,0.003333,0.002912
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea,0.003705,0.003729,0.002931,0.003702,0.002934,0.003741,0.003702,0.002914,0.003698,0.002930,0.003796,0.002920
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Edwardsiella,0.000111,0.000121,0.000103,0.000110,0.000103,0.000116,0.000110,0.000102,0.000110,0.000103,0.000124,0.000102
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Eggerthella,0.000866,0.000848,0.000506,0.000870,0.000507,0.000861,0.000870,0.000508,0.000866,0.000507,0.000867,0.000507
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella,0.000789,0.000792,0.000503,0.000791,0.000504,0.000790,0.000791,0.000501,0.000789,0.000503,0.000811,0.000501
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter,0.000598,0.000570,0.000326,0.000606,0.000326,0.000588,0.000605,0.000324,0.000600,0.000326,0.000586,0.000324
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,0.000600,0.000686,0.000858,0.000593,0.000859,0.000641,0.000593,0.000857,0.000595,0.000858,0.000701,0.000857
