clade_name	DRR127704	DRR127594	DRR127603	DRR162777	DRR127674	DRR127774	DRR127755	DRR127762	DRR127692	DRR127763	DRR127647	DRR127751	DRR127481	DRR127776	DRR127708	DRR127619
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	0.045925	0.044206	0.046441	0.040137	0.048499	0.043695	0.042441	0.041453	0.039712	0.041436	0.055387	0.041037	0.047170	0.043881	0.048911	0.049979
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum	0.050384	0.055266	0.052768	0.039872	0.054929	0.046559	0.042359	0.051897	0.049388	0.042419	0.063560	0.042435	0.051551	0.045731	0.053703	0.051262
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_necrophorum	0.026632	0.027971	0.029579	0.023734	0.028902	0.025556	0.024760	0.026169	0.024708	0.024858	0.033498	0.024460	0.028820	0.026334	0.029979	0.028686
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum	0.028703	0.032552	0.033360	0.024780	0.030397	0.027799	0.026383	0.030264	0.029008	0.027130	0.033496	0.029034	0.030731	0.029630	0.032948	0.029421
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_periodonticum	0.031273	0.032928	0.033839	0.025931	0.034904	0.030098	0.027414	0.029747	0.028990	0.028568	0.036529	0.028516	0.033330	0.029073	0.034082	0.032063
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_sp_oral_taxon_370	0.036220	0.038335	0.038908	0.030536	0.040086	0.034091	0.034108	0.036273	0.034616	0.032395	0.046167	0.034569	0.038405	0.036257	0.040427	0.039094
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_ulcerans	0.026919	0.028281	0.028081	0.020602	0.029182	0.023638	0.022133	0.025507	0.024596	0.024054	0.034008	0.025780	0.028870	0.025479	0.030232	0.027858
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_varium	0.023961	0.028379	0.027230	0.020613	0.025960	0.023501	0.023187	0.025796	0.024370	0.021801	0.031760	0.025223	0.025580	0.026154	0.027329	0.027191
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	0.037485	0.038619	0.041972	0.032900	0.041446	0.036952	0.035053	0.036482	0.034821	0.035194	0.042799	0.035376	0.040304	0.036793	0.042291	0.039258
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia	0.050439	0.056646	0.059275	0.045503	0.055049	0.051924	0.047542	0.052157	0.050403	0.048908	0.055642	0.051589	0.053448	0.051199	0.058251	0.052754
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hofstadii	0.044575	0.047949	0.049855	0.037363	0.047008	0.042613	0.040765	0.044438	0.042521	0.040839	0.052678	0.042398	0.047889	0.044406	0.050128	0.044772
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp_oral_taxon_212	0.093793	0.097228	0.096860	0.082602	0.096071	0.089793	0.084759	0.090435	0.087548	0.087009	0.106027	0.074619	0.097543	0.087852	0.094008	0.094291
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_wadei	0.059687	0.064966	0.066026	0.049739	0.063912	0.058504	0.054654	0.060091	0.058569	0.055836	0.068500	0.054083	0.064054	0.057875	0.064934	0.061017
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sneathia	0.050912	0.058265	0.060887	0.048605	0.054861	0.053230	0.048989	0.054100	0.051971	0.048973	0.057084	0.050134	0.051919	0.051785	0.059040	0.055098
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sneathia|s__Sneathia_amnii	0.049053	0.051547	0.052513	0.043595	0.051430	0.047252	0.043995	0.047304	0.046016	0.046829	0.055022	0.045076	0.052064	0.047919	0.053562	0.050350
k__Bacteria|p__Lentisphaerae	0.035844	0.044031	0.043250	0.031217	0.039681	0.036280	0.034165	0.040079	0.038200	0.032440	0.046341	0.038529	0.037819	0.040242	0.041706	0.039586
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	0.042402	0.040519	0.043132	0.037215	0.045219	0.040741	0.039654	0.037612	0.036251	0.040205	0.048372	0.035527	0.044762	0.038954	0.045205	0.045257
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	0.036921	0.033609	0.037860	0.031760	0.039505	0.035020	0.032789	0.031539	0.030034	0.034811	0.041709	0.029876	0.039397	0.032618	0.038999	0.037976
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae	0.042916	0.040577	0.043046	0.036908	0.046313	0.040629	0.037779	0.037513	0.035611	0.039269	0.050599	0.033109	0.044762	0.037698	0.046342	0.044967
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis	0.040328	0.049458	0.047259	0.035382	0.043810	0.039369	0.037531	0.046173	0.043656	0.037655	0.052311	0.043459	0.042626	0.043788	0.046248	0.042418
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis	0.056076	0.065872	0.066065	0.054972	0.062877	0.060111	0.054099	0.058827	0.057603	0.054734	0.065358	0.057372	0.060030	0.060933	0.063815	0.061359
k__Bacteria|p__Proteobacteria	0.094783	0.097045	0.097984	0.091292	0.104858	0.097036	0.094634	0.093254	0.092488	0.092665	0.102822	0.095964	0.101809	0.096457	0.097897	0.093707
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.030586	0.028381	0.032424	0.026545	0.032278	0.029433	0.029189	0.026600	0.025207	0.029320	0.034122	0.027961	0.032671	0.029063	0.033670	0.032036
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.036644	0.037126	0.040074	0.030645	0.036869	0.034363	0.032618	0.034421	0.033395	0.033822	0.040481	0.033280	0.039201	0.035374	0.040446	0.035663
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0.065051	0.075867	0.081300	0.064609	0.071238	0.069750	0.072676	0.071603	0.068759	0.062916	0.076731	0.075489	0.069675	0.080166	0.076059	0.069699
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia	0.069971	0.082165	0.087169	0.068184	0.078450	0.074941	0.073340	0.077847	0.074887	0.067930	0.079759	0.073241	0.075923	0.078502	0.081782	0.074840
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis	0.066527	0.069874	0.069695	0.058785	0.068660	0.062684	0.059738	0.064045	0.062046	0.063120	0.080651	0.072577	0.069290	0.069036	0.073995	0.070861
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	0.029667	0.031996	0.037122	0.027745	0.031009	0.030769	0.029290	0.029407	0.027632	0.028327	0.033274	0.027944	0.031535	0.032451	0.034294	0.031182
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas	0.028763	0.027366	0.030609	0.023637	0.031780	0.026900	0.026079	0.026054	0.025425	0.026013	0.034647	0.025525	0.030679	0.026953	0.031810	0.029445
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_kerstersii	0.026193	0.029289	0.027846	0.019947	0.028265	0.023745	0.021638	0.026529	0.025402	0.022965	0.033716	0.023419	0.027929	0.023781	0.028874	0.026005
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0.025938	0.027998	0.029743	0.022370	0.029441	0.025335	0.023731	0.026048	0.025269	0.024459	0.030562	0.026254	0.028599	0.026268	0.029899	0.027559
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter	0.025126	0.031947	0.033160	0.022535	0.027561	0.025936	0.025636	0.029189	0.027983	0.023601	0.030524	0.029779	0.027368	0.029835	0.030074	0.025739
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes	0.029342	0.032766	0.032583	0.023741	0.031991	0.027390	0.024473	0.029441	0.029061	0.027208	0.034389	0.029906	0.031638	0.028350	0.033627	0.029125
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.040337	0.041679	0.040536	0.032195	0.043603	0.036578	0.033855	0.039428	0.038321	0.036385	0.049072	0.034682	0.042583	0.036152	0.042806	0.040448
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.032837	0.033189	0.035979	0.027682	0.034306	0.032207	0.030235	0.030687	0.028917	0.030543	0.037170	0.029016	0.035198	0.031296	0.036692	0.034512
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0.031123	0.036222	0.040286	0.030224	0.033648	0.034654	0.032214	0.032871	0.031465	0.030205	0.034478	0.032981	0.033865	0.035826	0.036935	0.033368
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0.035516	0.032287	0.034605	0.028475	0.035482	0.032381	0.028743	0.029598	0.028855	0.033364	0.039189	0.027168	0.036938	0.028640	0.036659	0.035141
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_parvirubra	0.032387	0.032006	0.034706	0.027148	0.033464	0.030776	0.027880	0.029420	0.027847	0.030135	0.035462	0.027248	0.033903	0.028737	0.035738	0.032741
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas	0.032540	0.037021	0.036150	0.028242	0.034982	0.031596	0.029366	0.033459	0.032105	0.029967	0.041832	0.030119	0.033707	0.032245	0.035921	0.034205
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris	0.027813	0.029010	0.030246	0.023759	0.028628	0.026747	0.025632	0.026608	0.025147	0.025466	0.033159	0.022795	0.029400	0.026072	0.029672	0.028393
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.029370	0.033097	0.035150	0.025506	0.031249	0.029864	0.026355	0.029960	0.029115	0.028066	0.032710	0.028764	0.032008	0.029432	0.033541	0.028571
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	0.026247	0.033060	0.034328	0.023894	0.028755	0.028210	0.027033	0.030239	0.028482	0.024940	0.029674	0.026264	0.028654	0.030183	0.030969	0.028503
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella	0.029701	0.031136	0.033538	0.025845	0.032172	0.028323	0.028116	0.029400	0.027839	0.027065	0.036667	0.028083	0.031654	0.030225	0.033866	0.031545
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens	0.039206	0.047313	0.048506	0.036542	0.042182	0.040468	0.038354	0.042338	0.040258	0.037591	0.047279	0.042509	0.042349	0.045664	0.045901	0.042479
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_sp_NML130454	0.054805	0.052139	0.058005	0.045544	0.058766	0.052002	0.048740	0.050258	0.048346	0.049671	0.061475	0.045434	0.058100	0.049146	0.058790	0.053595
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	0.031526	0.031681	0.034209	0.026490	0.033892	0.029091	0.028257	0.029547	0.028550	0.028570	0.036392	0.027831	0.033801	0.030241	0.034300	0.031446
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens	0.039219	0.042305	0.045323	0.036068	0.043835	0.040414	0.037588	0.039457	0.038469	0.038099	0.045867	0.037300	0.042150	0.039681	0.045252	0.042193
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sicca	0.067953	0.076209	0.078386	0.064703	0.071645	0.070226	0.066820	0.067968	0.066728	0.067720	0.074706	0.072924	0.070700	0.072666	0.077910	0.071184
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_subflava	0.034667	0.040615	0.037250	0.026850	0.037064	0.031855	0.029490	0.036172	0.035287	0.030862	0.044135	0.037512	0.036606	0.035164	0.038666	0.036052
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.035883	0.038850	0.041738	0.030854	0.038382	0.036677	0.033862	0.036315	0.034122	0.033603	0.038649	0.031868	0.039264	0.035661	0.039567	0.036008
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.029270	0.028212	0.031631	0.024074	0.030721	0.027526	0.025270	0.026231	0.025216	0.027741	0.033250	0.027724	0.032311	0.028031	0.032336	0.029285
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.037071	0.037868	0.040265	0.032723	0.039879	0.036037	0.034025	0.035282	0.033389	0.035001	0.041505	0.030814	0.039479	0.033598	0.041090	0.037739
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0.027414	0.029584	0.030542	0.023732	0.030182	0.026875	0.026439	0.027275	0.025857	0.025785	0.033521	0.025987	0.029558	0.028162	0.030889	0.029480
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	0.026791	0.028059	0.029270	0.022519	0.028799	0.024959	0.024061	0.026329	0.025044	0.025408	0.032148	0.026500	0.029646	0.026598	0.029654	0.027278
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0.035613	0.030611	0.034047	0.027366	0.034667	0.030823	0.028294	0.028185	0.027265	0.033397	0.036789	0.026892	0.038019	0.028897	0.036985	0.033873
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified	0.026820	0.030504	0.031892	0.023205	0.029260	0.026882	0.024583	0.027951	0.026803	0.024970	0.031710	0.026624	0.028624	0.026570	0.030963	0.027215
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified|s__Desulfovibrionaceae_bacterium	0.034781	0.043691	0.041163	0.030276	0.036875	0.034766	0.031673	0.039230	0.037078	0.030714	0.042394	0.031378	0.035221	0.035022	0.038644	0.036112
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_fairfieldensis	0.043644	0.044570	0.044797	0.036134	0.045549	0.040279	0.038102	0.040456	0.039945	0.040574	0.048672	0.041667	0.046192	0.041506	0.046609	0.043221
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger	0.026869	0.030923	0.031648	0.022524	0.029426	0.026078	0.024497	0.029113	0.027311	0.023696	0.033278	0.024452	0.028182	0.026501	0.031057	0.027185
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.031042	0.032289	0.035683	0.025855	0.032926	0.030162	0.027931	0.030251	0.028795	0.028845	0.034679	0.028528	0.034489	0.031242	0.034034	0.029959
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.030399	0.035203	0.037039	0.027872	0.034096	0.031834	0.029825	0.032043	0.030624	0.029476	0.036109	0.031827	0.032795	0.033230	0.035857	0.033539
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0.025128	0.027065	0.028997	0.022169	0.027052	0.025102	0.024343	0.024985	0.023422	0.023565	0.030347	0.022805	0.027230	0.025405	0.028981	0.026877
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Arcobacter	0.039816	0.044665	0.043991	0.031631	0.042531	0.037310	0.036018	0.041848	0.039831	0.035586	0.048216	0.036411	0.041614	0.038020	0.044581	0.040346
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Arcobacter|s__Arcobacter_butzleri	0.038308	0.035509	0.037540	0.030770	0.039514	0.033974	0.033568	0.033381	0.031507	0.034721	0.044606	0.032984	0.040446	0.033909	0.039541	0.038985
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	0.029779	0.026951	0.028346	0.023784	0.031752	0.026311	0.024886	0.024929	0.023745	0.027146	0.037019	0.026594	0.031771	0.026540	0.031938	0.030827
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus	0.026014	0.025478	0.027381	0.022054	0.028064	0.024689	0.023416	0.023208	0.022244	0.024842	0.030407	0.025593	0.027911	0.025444	0.029145	0.028682
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_gracilis	0.048815	0.052885	0.050573	0.038624	0.051131	0.044157	0.038540	0.049250	0.047498	0.043094	0.057847	0.041061	0.051134	0.044048	0.051816	0.048512
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_rectus	0.045416	0.050531	0.049979	0.038219	0.048953	0.042346	0.042331	0.047157	0.045165	0.041711	0.054436	0.042666	0.048917	0.046684	0.050562	0.046285
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_ureolyticus	0.043676	0.046967	0.048347	0.036833	0.046205	0.041376	0.039528	0.044354	0.042595	0.039243	0.052413	0.039492	0.045822	0.042064	0.047620	0.043670
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	0.026664	0.030281	0.030034	0.021189	0.028979	0.025021	0.022824	0.027869	0.026829	0.024045	0.033315	0.024642	0.028761	0.025630	0.029927	0.026483
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter	0.030748	0.034176	0.032911	0.025534	0.033185	0.029096	0.028068	0.030923	0.029717	0.027596	0.039318	0.029682	0.031833	0.030093	0.034264	0.032950
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_cinaedi	0.028284	0.027434	0.030371	0.024293	0.029935	0.027278	0.026296	0.025408	0.023985	0.026624	0.032559	0.024982	0.030570	0.027073	0.030987	0.029573
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.082992	0.073785	0.079740	0.073500	0.091723	0.079942	0.078908	0.076008	0.072119	0.077370	0.092663	0.070086	0.089073	0.071775	0.084039	0.082771
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0.023434	0.025832	0.027153	0.020395	0.025375	0.023415	0.022697	0.023350	0.022388	0.021930	0.028975	0.022989	0.025548	0.024471	0.026905	0.024495
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	0.025342	0.026521	0.028013	0.022188	0.028383	0.024674	0.023837	0.024619	0.023416	0.024166	0.031197	0.026048	0.027951	0.025705	0.028655	0.026535
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	0.022850	0.026312	0.027264	0.019815	0.025759	0.022777	0.021974	0.024307	0.023036	0.021024	0.027628	0.023704	0.025278	0.024459	0.026739	0.023723
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_allosaccharophila	0.048413	0.049990	0.051820	0.041150	0.048144	0.045155	0.042876	0.045890	0.044202	0.045061	0.054341	0.044901	0.050947	0.047635	0.051745	0.047911
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_caviae	0.029660	0.030078	0.031299	0.024667	0.031700	0.028005	0.028169	0.028125	0.026923	0.027178	0.036004	0.028363	0.031851	0.029457	0.032845	0.030933
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_dhakensis	0.036344	0.044168	0.046035	0.035349	0.038410	0.039445	0.039769	0.039413	0.037274	0.035601	0.040677	0.040201	0.039542	0.043603	0.041551	0.038875
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_hydrophila	0.030933	0.037532	0.039134	0.026599	0.035037	0.031590	0.029624	0.034223	0.033009	0.028483	0.036884	0.034913	0.033332	0.034154	0.037603	0.032240
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae	0.029623	0.028961	0.031665	0.024400	0.031459	0.026961	0.025645	0.026425	0.025263	0.028085	0.035052	0.027944	0.033066	0.029086	0.033003	0.029823
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas	0.034866	0.040631	0.042986	0.032121	0.037829	0.036091	0.034019	0.037198	0.035319	0.033572	0.039364	0.035783	0.037979	0.037621	0.041433	0.036428
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas|s__Succinatimonas_hippei	0.025540	0.027991	0.029841	0.022101	0.027840	0.025350	0.024462	0.025530	0.024433	0.023598	0.030916	0.026012	0.027503	0.027252	0.029382	0.027384
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.079149	0.085773	0.081886	0.066031	0.081816	0.073563	0.066874	0.080840	0.076930	0.071260	0.092842	0.062838	0.080001	0.068535	0.083580	0.080411
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	0.068453	0.077215	0.078969	0.063652	0.074876	0.069585	0.068009	0.072802	0.068243	0.065152	0.081456	0.064402	0.072062	0.072518	0.077147	0.073768
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium	0.069045	0.081927	0.082121	0.065229	0.070669	0.070701	0.072847	0.076008	0.072119	0.066375	0.078614	0.071423	0.071702	0.077298	0.075749	0.074739
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_valvarum	0.072860	0.075676	0.070837	0.059526	0.073420	0.065352	0.062290	0.070575	0.068263	0.064857	0.089664	0.060262	0.072717	0.064781	0.074238	0.073845
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.078975	0.079345	0.084666	0.072938	0.089922	0.079449	0.073373	0.077181	0.075405	0.074901	0.088712	0.077019	0.087360	0.077677	0.085184	0.075409
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.077708	0.071917	0.081295	0.073428	0.084654	0.078595	0.075316	0.070586	0.068883	0.076081	0.082360	0.079303	0.084727	0.076373	0.083080	0.075784
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter	0.022631	0.021778	0.023018	0.017434	0.022494	0.020553	0.019652	0.020422	0.019079	0.020566	0.026751	0.017480	0.023936	0.018691	0.024040	0.022421
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_braakii	0.031602	0.031138	0.035461	0.029818	0.032707	0.031661	0.032488	0.028877	0.027496	0.031428	0.036696	0.030384	0.034301	0.033781	0.035317	0.033792
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_farmeri	0.092102	0.082464	0.084723	0.072880	0.093931	0.080475	0.076030	0.079101	0.076153	0.084058	0.103415	0.072932	0.095519	0.073260	0.092757	0.087833
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	0.028730	0.027953	0.028399	0.022245	0.030430	0.024938	0.022254	0.025470	0.025153	0.026498	0.034551	0.027453	0.031051	0.025158	0.032094	0.028504
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_koseri	0.033564	0.035398	0.034055	0.024496	0.035492	0.028614	0.025078	0.032546	0.031827	0.028735	0.042533	0.030374	0.034591	0.029452	0.036751	0.032059
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_pasteurii	0.044897	0.042450	0.046990	0.038109	0.046217	0.043190	0.040152	0.040438	0.038596	0.042802	0.050821	0.038391	0.046981	0.040122	0.048973	0.045225
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_portucalensis	0.031254	0.031971	0.032815	0.026041	0.033471	0.028590	0.026425	0.029090	0.028604	0.029518	0.037599	0.031673	0.033602	0.029431	0.035194	0.031305
