clade_name	DRR127704	DRR127594	DRR127603	DRR162777	DRR127674	DRR127774	DRR127755	DRR127762	DRR127692	DRR127763	DRR127647	DRR127751	DRR127481	DRR127776	DRR127708	DRR127619
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis	8.7e-05	8.7e-05	8.8e-05	8.8e-05	8.7e-05	8.9e-05	8.8e-05	8.7e-05	8.7e-05	9e-05	8.7e-05	8.8e-05	8.7e-05	8.8e-05	8.7e-05	8.7e-05
k__Bacteria|p__Proteobacteria	0.015415	0.014966	0.065068	0.065052	0.017934	0.062858	0.065052	0.014954	0.01503	0.065497	0.014984	0.065052	0.015385	0.065052	0.01868	0.026051
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.002608	0.002602	0.00271	0.002709	0.002644	0.002735	0.002709	0.002602	0.002603	0.002749	0.002602	0.002709	0.002608	0.002709	0.002659	0.002783
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.002599	0.002585	0.002669	0.002667	0.002685	0.002695	0.002667	0.002585	0.002587	0.002713	0.002586	0.002667	0.002598	0.002667	0.002685	0.002739
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0.011379	0.011379	0.011385	0.011381	0.01138	0.011447	0.011381	0.011379	0.011379	0.011521	0.011379	0.011381	0.011379	0.011381	0.01138	0.011381
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia	0.011429	0.011429	0.011435	0.011431	0.011429	0.011502	0.011431	0.011429	0.011429	0.011576	0.011429	0.011431	0.011429	0.011431	0.011429	0.01143
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis	0.006753	0.006753	0.006757	0.006754	0.006753	0.006802	0.006754	0.006753	0.006753	0.006854	0.006753	0.006754	0.006753	0.006754	0.006753	0.006753
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	0.000192	0.000187	0.000501	0.000501	0.00022	0.000494	0.000501	0.000187	0.000188	0.000511	0.000187	0.000501	0.000191	0.000501	0.000226	0.000297
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas	0.000192	0.000187	0.000501	0.0005	0.000221	0.000495	0.0005	0.000187	0.000188	0.000512	0.000187	0.0005	0.000191	0.0005	0.000228	0.000303
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_kerstersii	0.000187	0.000183	0.000508	0.000507	0.000213	0.000501	0.000507	0.000183	0.000184	0.000518	0.000183	0.000507	0.000187	0.000507	0.000218	0.000286
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	9.3e-05	9.3e-05	9.3e-05	9.3e-05	9.3e-05	9.4e-05	9.3e-05	9.3e-05	9.3e-05	9.6e-05	9.3e-05	9.3e-05	9.3e-05	9.3e-05	9.3e-05	9.3e-05
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter	9.3e-05	9.3e-05	9.3e-05	9.3e-05	9.3e-05	9.4e-05	9.3e-05	9.3e-05	9.3e-05	9.6e-05	9.3e-05	9.3e-05	9.3e-05	9.3e-05	9.3e-05	9.3e-05
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes	9.3e-05	9.3e-05	9.3e-05	9.3e-05	9.3e-05	9.4e-05	9.3e-05	9.3e-05	9.3e-05	9.5e-05	9.3e-05	9.3e-05	9.3e-05	9.3e-05	9.3e-05	9.3e-05
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.002446	0.002439	0.002283	0.002282	0.002489	0.002309	0.002282	0.002438	0.00244	0.00232	0.002439	0.002282	0.002446	0.002282	0.002488	0.002475
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.000805	0.000805	0.000794	0.000793	0.000804	0.000801	0.000793	0.000805	0.000805	0.00081	0.000805	0.000793	0.000805	0.000793	0.000803	0.000801
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0.000804	0.000804	0.000795	0.000795	0.000802	0.000802	0.000795	0.000804	0.000804	0.000809	0.000804	0.000795	0.000804	0.000795	0.000802	0.000799
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0.001605	0.001601	0.001689	0.001688	0.001635	0.001703	0.001688	0.001601	0.001601	0.001716	0.001601	0.001688	0.001605	0.001688	0.001635	0.001671
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_parvirubra	0.001625	0.001618	0.001663	0.001662	0.001671	0.00168	0.001662	0.001618	0.001619	0.001691	0.001618	0.001662	0.001625	0.001662	0.001671	0.001709
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas	0.000103	0.000103	0.000108	0.000108	0.000103	0.000109	0.000108	0.000103	0.000103	0.000111	0.000103	0.000108	0.000103	0.000108	0.000103	0.000106
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris	0.000105	0.000105	0.000105	0.000105	0.000105	0.000106	0.000105	0.000105	0.000105	0.000108	0.000105	0.000105	0.000105	0.000105	0.000105	0.000105
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.000103	0.000103	0.000113	0.000113	0.000104	0.000114	0.000113	0.000103	0.000103	0.000116	0.000103	0.000113	0.000103	0.000113	0.000104	0.000106
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	0.000107	0.000107	0.000108	0.000108	0.000107	0.000109	0.000108	0.000107	0.000107	0.000111	0.000107	0.000108	0.000107	0.000108	0.000107	0.000107
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella	8.6e-05	8.6e-05	8.6e-05	8.6e-05	8.6e-05	8.7e-05	8.6e-05	8.6e-05	8.6e-05	8.9e-05	8.6e-05	8.6e-05	8.6e-05	8.6e-05	8.6e-05	8.6e-05
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens	8.6e-05	8.6e-05	8.6e-05	8.6e-05	8.6e-05	8.7e-05	8.6e-05	8.6e-05	8.6e-05	8.8e-05	8.6e-05	8.6e-05	8.6e-05	8.6e-05	8.6e-05	8.6e-05
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_sp_NML130454	8.4e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05	8.5e-05	8.4e-05	8.4e-05	8.4e-05	8.6e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	0.000105	0.000105	0.000105	0.000105	0.000105	0.000106	0.000105	0.000105	0.000105	0.000108	0.000105	0.000105	0.000105	0.000105	0.000105	0.000105
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens	0.000104	0.000104	0.000105	0.000104	0.000104	0.000106	0.000104	0.000104	0.000104	0.000107	0.000104	0.000104	0.000104	0.000104	0.000104	0.000104
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sicca	0.017324	0.017324	0.017329	0.017325	0.017324	0.017407	0.017325	0.017324	0.017324	0.017483	0.017324	0.017325	0.017324	0.017325	0.017324	0.017326
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_subflava	8.4e-05	8.4e-05	8.5e-05	8.4e-05	8.4e-05	8.6e-05	8.4e-05	8.4e-05	8.4e-05	8.7e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.001164	0.001172	0.000889	0.000888	0.001119	0.000903	0.000888	0.001173	0.001171	0.000906	0.001172	0.000888	0.001164	0.000888	0.00111	0.00104
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.001162	0.001169	0.000892	0.000891	0.00112	0.000905	0.000891	0.001169	0.001168	0.000909	0.001169	0.000891	0.001162	0.000891	0.001112	0.001041
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.001163	0.001168	0.00089	0.000889	0.001133	0.000905	0.000889	0.001168	0.001168	0.000908	0.001168	0.000889	0.001163	0.000889	0.001125	0.001056
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0.000462	0.000462	0.000462	0.000462	0.000462	0.000467	0.000462	0.000462	0.000462	0.000472	0.000462	0.000462	0.000462	0.000462	0.000462	0.000462
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	0.000462	0.000462	0.000462	0.000462	0.000462	0.000467	0.000462	0.000462	0.000462	0.000472	0.000462	0.000462	0.000462	0.000462	0.000462	0.000462
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0.000622	0.000626	0.000487	0.000487	0.000602	0.000495	0.000487	0.000626	0.000625	0.000497	0.000626	0.000487	0.000622	0.000487	0.000597	0.000559
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified	0.000163	0.000163	0.000165	0.000165	0.000163	0.000167	0.000165	0.000163	0.000163	0.000169	0.000163	0.000165	0.000163	0.000165	0.000163	0.000163
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified|s__Desulfovibrionaceae_bacterium	0.000164	0.000164	0.000164	0.000164	0.000164	0.000166	0.000164	0.000164	0.000164	0.000168	0.000164	0.000164	0.000164	0.000164	0.000164	0.000164
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_fairfieldensis	8.4e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05	8.5e-05	8.4e-05	8.4e-05	8.4e-05	8.7e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger	0.000623	0.000627	0.000486	0.000486	0.000603	0.000493	0.000486	0.000627	0.000626	0.000496	0.000627	0.000486	0.000623	0.000486	0.000599	0.000559
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.000348	0.000348	0.000347	0.000347	0.000348	0.000351	0.000347	0.000348	0.000348	0.000355	0.000348	0.000347	0.000348	0.000347	0.000348	0.000347
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.000348	0.000348	0.000347	0.000347	0.000348	0.00035	0.000347	0.000348	0.000348	0.000355	0.000348	0.000347	0.000348	0.000347	0.000348	0.000347
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0.00013	0.00013	0.000139	0.000139	0.000132	0.00014	0.000139	0.00013	0.00013	0.000142	0.00013	0.000139	0.00013	0.000139	0.000133	0.000138
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Arcobacter	8.4e-05	8.4e-05	8.7e-05	8.7e-05	8.4e-05	8.8e-05	8.7e-05	8.4e-05	8.4e-05	8.9e-05	8.4e-05	8.7e-05	8.4e-05	8.7e-05	8.4e-05	8.4e-05
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Arcobacter|s__Arcobacter_butzleri	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.6e-05	8.5e-05	8.5e-05	8.5e-05	8.7e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	0.000125	0.000125	0.000142	0.000142	0.000126	0.000143	0.000142	0.000125	0.000125	0.000145	0.000125	0.000142	0.000125	0.000142	0.000126	0.000131
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus	0.000113	0.000113	0.000122	0.000122	0.000113	0.000123	0.000122	0.000113	0.000113	0.000126	0.000113	0.000122	0.000113	0.000122	0.000113	0.000114
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_gracilis	9.6e-05	9.6e-05	9.8e-05	9.8e-05	9.8e-05	0.0001	9.8e-05	9.6e-05	9.6e-05	0.000101	9.6e-05	9.8e-05	9.6e-05	9.8e-05	9.8e-05	9.8e-05
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_rectus	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.7e-05	8.5e-05	8.5e-05	8.5e-05	8.8e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_ureolyticus	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.6e-05	8.5e-05	8.5e-05	8.5e-05	8.7e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	0.000302	0.000302	0.000292	0.000291	0.0003	0.000295	0.000291	0.000302	0.000302	0.000298	0.000302	0.000291	0.000302	0.000291	0.0003	0.000297
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter	0.000301	0.000302	0.000292	0.000292	0.000299	0.000295	0.000292	0.000302	0.000302	0.000299	0.000302	0.000292	0.000301	0.000292	0.000299	0.000296
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_cinaedi	0.000301	0.000302	0.000292	0.000292	0.0003	0.000295	0.000292	0.000302	0.000302	0.000299	0.000302	0.000292	0.000301	0.000292	0.000299	0.000298
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.011648	0.011201	0.059402	0.059391	0.014184	0.057343	0.059391	0.011189	0.011263	0.059666	0.011219	0.059391	0.011616	0.059391	0.014989	0.022785
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0.000327	0.000327	0.000324	0.000324	0.000326	0.000327	0.000324	0.000327	0.000327	0.000331	0.000327	0.000324	0.000327	0.000324	0.000326	0.000326
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	0.000107	0.000107	0.000107	0.000107	0.000107	0.000108	0.000107	0.000107	0.000107	0.00011	0.000107	0.000107	0.000107	0.000107	0.000107	0.000107
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	0.000107	0.000107	0.000108	0.000108	0.000107	0.000109	0.000108	0.000107	0.000107	0.00011	0.000107	0.000108	0.000107	0.000108	0.000107	0.000107
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_allosaccharophila	8.9e-05	8.9e-05	8.9e-05	8.9e-05	8.9e-05	9e-05	8.9e-05	8.9e-05	8.9e-05	9.1e-05	8.9e-05	8.9e-05	8.9e-05	8.9e-05	8.9e-05	8.9e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_caviae	8.4e-05	8.4e-05	8.6e-05	8.6e-05	8.4e-05	8.7e-05	8.6e-05	8.4e-05	8.4e-05	8.8e-05	8.4e-05	8.6e-05	8.4e-05	8.6e-05	8.4e-05	8.4e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_dhakensis	8.9e-05	8.9e-05	8.9e-05	8.9e-05	8.9e-05	9e-05	8.9e-05	8.9e-05	8.9e-05	9.1e-05	8.9e-05	8.9e-05	8.9e-05	8.9e-05	8.9e-05	8.9e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_hydrophila	9.7e-05	9.7e-05	9.7e-05	9.7e-05	9.7e-05	9.8e-05	9.7e-05	9.7e-05	9.7e-05	0.0001	9.7e-05	9.7e-05	9.7e-05	9.7e-05	9.7e-05	9.7e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae	0.000302	0.000302	0.000301	0.0003	0.000302	0.000304	0.0003	0.000302	0.000302	0.000307	0.000302	0.0003	0.000302	0.0003	0.000302	0.000302
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas	0.000302	0.000302	0.0003	0.000299	0.000301	0.000303	0.000299	0.000302	0.000302	0.000306	0.000302	0.000299	0.000302	0.000299	0.000301	0.000301
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas|s__Succinatimonas_hippei	0.000302	0.000302	0.0003	0.000299	0.000302	0.000303	0.000299	0.000302	0.000302	0.000306	0.000302	0.000299	0.000302	0.000299	0.000301	0.000301
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.011522	0.011522	0.011526	0.011522	0.011522	0.011597	0.011522	0.011522	0.011522	0.011666	0.011522	0.011522	0.011522	0.011522	0.011522	0.011523
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	0.0084	0.0084	0.008406	0.008404	0.008401	0.008455	0.008404	0.0084	0.0084	0.008511	0.0084	0.008404	0.0084	0.008404	0.008401	0.008402
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium	0.018001	0.018001	0.018009	0.018004	0.018002	0.018086	0.018004	0.018001	0.018001	0.018189	0.018001	0.018004	0.018001	0.018004	0.018002	0.018004
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_valvarum	0.012101	0.012101	0.012106	0.012103	0.012101	0.012166	0.012103	0.012101	0.012101	0.012228	0.012101	0.012103	0.012101	0.012103	0.012101	0.012102
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.010143	0.009742	0.053731	0.053726	0.012618	0.051942	0.053726	0.009732	0.009799	0.053898	0.009758	0.053726	0.010117	0.053726	0.013291	0.021037
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.01045	0.010062	0.053338	0.053331	0.012718	0.051253	0.053331	0.010052	0.010116	0.053522	0.010077	0.053331	0.010424	0.053331	0.013407	0.020224
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter	0.000385	0.000385	0.000385	0.000385	0.000385	0.000389	0.000385	0.000385	0.000385	0.000394	0.000385	0.000385	0.000385	0.000385	0.000385	0.000385
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_braakii	0.000107	0.000107	0.000107	0.000107	0.000107	0.000109	0.000107	0.000107	0.000107	0.00011	0.000107	0.000107	0.000107	0.000107	0.000107	0.000107
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_farmeri	0.010712	0.010712	0.010718	0.010714	0.010712	0.010774	0.010714	0.010712	0.010712	0.010839	0.010712	0.010714	0.010712	0.010714	0.010711	0.010713
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	0.000134	0.000134	0.000138	0.000138	0.000134	0.00014	0.000138	0.000134	0.000134	0.000142	0.000134	0.000138	0.000134	0.000138	0.000134	0.000135
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_koseri	0.000186	0.000186	0.000186	0.000186	0.000186	0.000188	0.000186	0.000186	0.000186	0.00019	0.000186	0.000186	0.000186	0.000186	0.000186	0.000186
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_pasteurii	9e-05	9e-05	9e-05	9e-05	9e-05	9.1e-05	9e-05	9e-05	9e-05	9.2e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_portucalensis	0.000142	0.000142	0.000143	0.000143	0.000142	0.000144	0.000143	0.000142	0.000142	0.000146	0.000142	0.000143	0.000142	0.000143	0.000142	0.000143
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_sp_MGH106	8.7e-05	8.7e-05	8.7e-05	8.7e-05	8.7e-05	8.8e-05	8.7e-05	8.7e-05	8.7e-05	9e-05	8.7e-05	8.7e-05	8.7e-05	8.7e-05	8.7e-05	8.7e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_youngae	0.000135	0.000135	0.000136	0.000135	0.000135	0.000137	0.000135	0.000135	0.000135	0.000139	0.000135	0.000135	0.000135	0.000135	0.000135	0.000135
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter	0.0001	0.0001	0.0001	0.0001	0.0001	0.000101	0.0001	0.0001	0.0001	0.000103	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter_sakazakii	9.9e-05	9.9e-05	0.000102	0.000102	9.9e-05	0.000103	0.000102	9.9e-05	9.9e-05	0.000105	9.9e-05	0.000102	9.9e-05	0.000102	9.9e-05	0.0001
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter	0.000121	0.000121	0.000121	0.000121	0.000121	0.000122	0.000121	0.000121	0.000121	0.000124	0.000121	0.000121	0.000121	0.000121	0.000121	0.000121
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae_complex	0.0001	0.0001	0.0001	0.0001	0.0001	0.000101	0.0001	0.0001	0.0001	0.000102	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_mori	0.000105	0.000105	0.000105	0.000105	0.000105	0.000106	0.000105	0.000105	0.000105	0.000107	0.000105	0.000105	0.000105	0.000105	0.000105	0.000105
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	0.00689	0.006635	0.035775	0.035767	0.008434	0.034327	0.035767	0.006628	0.006671	0.035993	0.006645	0.035767	0.006874	0.035767	0.008832	0.013002
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0.007044	0.006757	0.035515	0.035508	0.008725	0.03426	0.035508	0.00675	0.006798	0.035693	0.006769	0.035508	0.007025	0.035508	0.009177	0.013527
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_marmotae	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.6e-05	8.5e-05	8.5e-05	8.5e-05	8.7e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella	0.003032	0.002921	0.017276	0.017272	0.003705	0.01665	0.017272	0.002918	0.002937	0.017408	0.002925	0.017272	0.003025	0.017272	0.003905	0.006049
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_aerogenes	0.000301	0.000301	0.000347	0.000347	0.000303	0.000349	0.000347	0.000301	0.000301	0.000355	0.000301	0.000347	0.000301	0.000347	0.000304	0.000318
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_grimontii	9.4e-05	9.4e-05	9.4e-05	9.4e-05	9.4e-05	9.5e-05	9.4e-05	9.4e-05	9.4e-05	9.6e-05	9.4e-05	9.4e-05	9.4e-05	9.4e-05	9.4e-05	9.4e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis	0.000259	0.000259	0.000259	0.000259	0.000259	0.000262	0.000259	0.000259	0.000259	0.000265	0.000259	0.000259	0.000259	0.000259	0.000259	0.000259
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca	0.000102	0.000102	0.000102	0.000102	0.000102	0.000103	0.000102	0.000102	0.000102	0.000105	0.000102	0.000102	0.000102	0.000102	0.000102	0.000102
