clade_name	DRR062245_y	DRR062234_y	DRR062244_x	DRR062226_x	DRR062248_x	DRR062282_x	DRR062261_y	DRR062252_y	DRR062262_x	DRR062253_y	DRR062251_y	DRR062224_y	DRR062261_x	DRR062248_y	DRR062240_x	DRR062269_x	DRR062247_y	DRR062249_y	DRR062225_x	DRR062242_x	DRR062229_y	DRR062228_x	DRR062260_y	DRR062263_x	DRR062234_x	DRR062220_x	DRR062236_y
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	0.059391	0.087954	0.022015	0.026316	0.105376	0.032955	0.057895	0.082925	0.064603	0.080161	0.112498	0.086352	0.057895	0.105376	0.071272	0.050252	0.078666	0.087395	0.059798	0.153041	0.049216	0.057448	0.074386	0.075440	0.087954	0.074840	0.048167
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae_Sedis|s__Carnobacterium_sp.	0.002638	0.003085	0.000701	0.007193	0.001352	0.003232	0.001704	0.002564	0.007338	0.003925	0.001555	0.001529	0.001704	0.001352	0.001877	0.002878	0.001446	0.003153	0.001546	0.004454	0.001924	0.001860	0.002380	0.001977	0.003085	0.001717	0.001389
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium_sensu_stricto_1|s__Clostridium_tertium	0.002134	0.002799	0.001803	0.012689	0.000879	0.011790	0.000947	0.001554	0.004341	0.002181	0.000753	0.000831	0.000947	0.000879	0.001075	0.005232	0.000591	0.001918	0.001032	0.002973	0.001707	0.001264	0.001348	0.000823	0.002799	0.001583	0.001654
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0.000862	0.001183	0.000128	0.003477	0.000695	0.001072	0.001226	0.002005	0.004697	0.003534	0.000594	0.001739	0.001226	0.000695	0.001282	0.000700	0.000680	0.003196	0.000530	0.004283	0.000525	0.000581	0.002194	0.000755	0.001183	0.001364	0.000384
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_dispar	0.003068	0.003712	0.001375	0.009231	0.001349	0.007798	0.002127	0.002989	0.009261	0.004232	0.001489	0.002924	0.002127	0.001349	0.002880	0.004585	0.001523	0.003816	0.001319	0.003290	0.002121	0.001845	0.003625	0.002082	0.003712	0.002570	0.001891
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0.008269	0.007434	0.010815	0.050463	0.003048	0.036217	0.007009	0.006607	0.017491	0.007966	0.004347	0.004622	0.007009	0.003048	0.005223	0.020762	0.004335	0.006779	0.004168	0.012497	0.006487	0.005238	0.006743	0.004187	0.007434	0.003801	0.007370
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	0.028369	0.028522	0.024157	0.057631	0.016787	0.068544	0.018412	0.021198	0.044850	0.030675	0.014950	0.022085	0.018412	0.016787	0.030023	0.030400	0.011135	0.022257	0.014507	0.035502	0.024776	0.018108	0.021811	0.019279	0.028522	0.027568	0.024804
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Agathobacter|s__Eubacterium_ramulus	0.004336	0.004853	0.001483	0.010153	0.001773	0.006407	0.005608	0.005765	0.016939	0.015316	0.002452	0.005872	0.005608	0.001773	0.004122	0.004332	0.002868	0.011953	0.001420	0.010270	0.002242	0.001736	0.008880	0.002197	0.004853	0.002210	0.001673
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__uncultured|s__Faecalimonas_umbilicata	0.010624	0.013298	0.010464	0.025046	0.004893	0.030055	0.003148	0.007515	0.012398	0.005034	0.004856	0.002900	0.003148	0.004893	0.004733	0.028209	0.003785	0.005744	0.011233	0.003883	0.011958	0.012098	0.004715	0.007363	0.013298	0.008975	0.011022
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp.	0.002167	0.002962	0.002337	0.004803	0.001535	0.006405	0.002086	0.001392	0.005888	0.002063	0.001289	0.001457	0.002086	0.001535	0.001883	0.004789	0.000732	0.001893	0.001591	0.003608	0.003140	0.002102	0.001704	0.001892	0.002962	0.002601	0.002057
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_amylovorus	0.009634	0.026197	0.003495	0.011492	0.013599	0.009878	0.010453	0.016375	0.026159	0.017326	0.008976	0.013525	0.010453	0.013599	0.014323	0.012213	0.007121	0.020021	0.006846	0.019200	0.009312	0.008326	0.017670	0.011441	0.026197	0.022319	0.009988
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum	0.001437	0.002797	0.002186	0.007429	0.001555	0.005097	0.003668	0.002396	0.004651	0.004821	0.001479	0.002589	0.003668	0.001555	0.001980	0.005063	0.001347	0.004432	0.002042	0.007156	0.002862	0.002363	0.003684	0.001807	0.002797	0.002504	0.003101
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae	0.003228	0.011270	0.006883	0.011537	0.003208	0.016601	0.005312	0.006658	0.008450	0.006320	0.003274	0.004016	0.005312	0.003208	0.004040	0.009198	0.003046	0.007333	0.003683	0.012818	0.007013	0.004480	0.005476	0.004036	0.011270	0.007385	0.005031
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_paragasseri	0.004441	0.006210	0.005250	0.006410	0.003175	0.013133	0.004372	0.004466	0.014501	0.005518	0.002831	0.003460	0.004372	0.003175	0.004690	0.008491	0.002598	0.004394	0.003819	0.007286	0.005465	0.005016	0.004276	0.004198	0.006210	0.006809	0.005002
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_phage	0.002292	0.004193	0.001590	0.006773	0.001433	0.005093	0.002432	0.002687	0.004226	0.003385	0.001545	0.001586	0.002432	0.001433	0.001682	0.005217	0.001317	0.003566	0.001582	0.006292	0.003014	0.001853	0.002707	0.001605	0.004193	0.001993	0.002143
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus	0.002913	0.003793	0.003582	0.011018	0.002348	0.010222	0.001952	0.002212	0.005095	0.002628	0.002039	0.001624	0.001952	0.002348	0.002303	0.008687	0.001246	0.002489	0.002976	0.002870	0.004672	0.003390	0.002310	0.002321	0.003793	0.003574	0.004027
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Massiliomicrobiota_timonensis	0.001849	0.002785	0.002155	0.008379	0.001156	0.009343	0.002279	0.001816	0.006880	0.002860	0.001181	0.001417	0.002279	0.001156	0.002247	0.003707	0.000823	0.002897	0.001274	0.006464	0.003493	0.001727	0.002149	0.002081	0.002785	0.003217	0.001570
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Mycobacterium_tuberculosis	0.001682	0.002985	0.001060	0.004891	0.000942	0.003549	0.003672	0.004137	0.006272	0.006141	0.001654	0.001908	0.003672	0.000942	0.001825	0.004619	0.002787	0.008061	0.001165	0.003187	0.001719	0.001436	0.005507	0.001637	0.002985	0.000999	0.001378
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	0.005530	0.014668	0.003251	0.006606	0.005019	0.007243	0.004731	0.010959	0.012150	0.013618	0.005432	0.003489	0.004731	0.005019	0.003151	0.012474	0.006681	0.009947	0.006712	0.005482	0.003806	0.006682	0.006873	0.004852	0.014668	0.004324	0.006939
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium	0.002501	0.007156	0.002530	0.003426	0.002334	0.004263	0.009177	0.008352	0.013344	0.015710	0.002934	0.006278	0.009177	0.002334	0.005151	0.004788	0.002536	0.012065	0.001640	0.007708	0.002846	0.002194	0.009657	0.003119	0.007156	0.002962	0.002070
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	0.003791	0.004766	0.004966	0.007969	0.001908	0.012462	0.003308	0.002921	0.006507	0.002903	0.002582	0.001854	0.003308	0.001908	0.002602	0.010358	0.001722	0.003025	0.003433	0.004942	0.005397	0.004118	0.002790	0.003052	0.004766	0.002893	0.005648
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.003377	0.008574	0.001792	0.007712	0.003820	0.007713	0.003913	0.004916	0.008798	0.007760	0.003255	0.003522	0.003913	0.003820	0.003916	0.005870	0.002255	0.006808	0.002825	0.008349	0.004941	0.003278	0.005564	0.003502	0.008574	0.005346	0.003698
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	0.000970	0.003096	0.000562	0.004216	0.000752	0.002607	0.001706	0.002041	0.004585	0.003410	0.000966	0.001358	0.001706	0.000752	0.001276	0.001960	0.001092	0.003537	0.000603	0.004006	0.001110	0.000764	0.002593	0.000941	0.003096	0.001107	0.000723
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	0.003429	0.003890	0.003925	0.006704	0.002465	0.010749	0.003097	0.002137	0.010221	0.003526	0.001604	0.001933	0.003097	0.002465	0.002425	0.007569	0.000908	0.002401	0.002086	0.004893	0.003019	0.002469	0.002323	0.001958	0.003890	0.003248	0.003296
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Negativibacillus|s__Ruminococcus_sp.	0.002678	0.005575	0.001691	0.004634	0.001739	0.005211	0.004882	0.004063	0.007852	0.005408	0.002213	0.003061	0.004882	0.001739	0.003162	0.006880	0.002332	0.005559	0.002153	0.007169	0.003849	0.002991	0.005241	0.003164	0.005575	0.002714	0.003124
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae	0.001584	0.002134	0.000740	0.011132	0.000632	0.002931	0.000833	0.001696	0.004396	0.001910	0.000893	0.000710	0.000833	0.000632	0.000956	0.003670	0.000960	0.002477	0.001245	0.001514	0.001909	0.001394	0.001779	0.001042	0.002134	0.000985	0.001187
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	0.001975	0.005122	0.002342	0.003535	0.001513	0.005454	0.004141	0.003617	0.007665	0.005600	0.002061	0.002391	0.004141	0.001513	0.002449	0.006641	0.001823	0.005676	0.001655	0.004903	0.003440	0.002240	0.004674	0.002074	0.005122	0.002199	0.002969
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus	0.057180	0.086982	0.051075	0.035971	0.062038	0.049703	0.057419	0.070576	0.064972	0.050233	0.096360	0.033519	0.057419	0.062038	0.042819	0.129836	0.069081	0.050088	0.096564	0.053219	0.088601	0.109485	0.049664	0.080089	0.086982	0.036853	0.075271
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_sp.	0.008097	0.013512	0.003347	0.008953	0.005952	0.008777	0.009954	0.011900	0.021721	0.018034	0.007040	0.008998	0.009954	0.005952	0.007474	0.010839	0.007496	0.014924	0.004778	0.016289	0.005209	0.005458	0.013447	0.006289	0.013512	0.006551	0.005440
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_ratti	0.008699	0.013443	0.003288	0.008610	0.005213	0.007606	0.008490	0.012398	0.020599	0.019698	0.008247	0.006783	0.008490	0.005213	0.005419	0.016378	0.016550	0.015218	0.010862	0.008348	0.005383	0.011611	0.013745	0.007934	0.013443	0.003125	0.006957
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium]_bolteae	0.002516	0.005528	0.001185	0.003956	0.001649	0.004189	0.004042	0.005082	0.007812	0.006957	0.002449	0.003063	0.004042	0.001649	0.002579	0.004670	0.002808	0.006551	0.001464	0.006374	0.001833	0.001927	0.004970	0.002096	0.005528	0.001649	0.001600
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae_Sedis|s__[Clostridium]_leptum	0.002566	0.003629	0.001926	0.003701	0.002173	0.005083	0.009310	0.005496	0.011071	0.009610	0.002522	0.006081	0.009310	0.002173	0.004609	0.004821	0.003341	0.008151	0.001360	0.007560	0.002178	0.001761	0.008008	0.002719	0.003629	0.003076	0.001807
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__[Clostridium]_spiroforme	0.002217	0.003196	0.001558	0.012253	0.001341	0.006867	0.001859	0.002109	0.004168	0.002896	0.001391	0.001414	0.001859	0.001341	0.001456	0.004080	0.001413	0.002990	0.001613	0.009892	0.002571	0.001736	0.002156	0.001381	0.003196	0.002067	0.002140
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Agathobacter|s__[Eubacterium]_rectale	0.005067	0.006743	0.003296	0.009171	0.003830	0.011254	0.011861	0.008262	0.015790	0.015487	0.004744	0.008984	0.011861	0.003830	0.006750	0.007468	0.005361	0.013441	0.003886	0.028736	0.006136	0.004771	0.011227	0.005487	0.006743	0.005981	0.003713
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus]_gnavus_group|s__[Ruminococcus]_gnavus	0.004497	0.007117	0.003749	0.021792	0.003381	0.015631	0.003457	0.003668	0.012874	0.005692	0.002888	0.003601	0.003457	0.003381	0.004172	0.009833	0.002214	0.005187	0.004373	0.007145	0.006663	0.005266	0.005147	0.004020	0.007117	0.006118	0.004255
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus]_torques_group|s__metagenome	0.003705	0.005767	0.001287	0.005031	0.002302	0.004428	0.008266	0.007183	0.014369	0.011042	0.003251	0.006873	0.008266	0.002302	0.005273	0.004545	0.004086	0.010887	0.001665	0.010786	0.002353	0.002210	0.009656	0.003557	0.005767	0.002862	0.001860
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_ventriosum_group|s__uncultured_Lachnospiraceae	0.002960	0.005136	0.002075	0.002714	0.001602	0.004927	0.008351	0.006439	0.014592	0.014826	0.002378	0.007793	0.008351	0.001602	0.005402	0.005144	0.003567	0.012386	0.001286	0.009740	0.002486	0.001758	0.012467	0.002465	0.005136	0.002574	0.001876
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__uncultured_Roseburia	0.001957	0.002662	0.001646	0.005771	0.001651	0.006595	0.002666	0.002400	0.005300	0.004735	0.001487	0.002031	0.002666	0.001651	0.001975	0.004298	0.001806	0.003825	0.002291	0.010475	0.002433	0.002430	0.003176	0.001718	0.002662	0.002255	0.002722
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecalibacterium|s__uncultured_Ruminococcaceae	0.001157	0.002120	0.000448	0.001827	0.000772	0.002015	0.002611	0.002052	0.006342	0.005145	0.001002	0.001930	0.002611	0.000772	0.001323	0.001816	0.001278	0.003433	0.000674	0.004980	0.000759	0.000844	0.003035	0.001036	0.002120	0.001090	0.000838
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__uncultured_organism	0.005763	0.009922	0.002892	0.018506	0.002864	0.012958	0.006341	0.007526	0.022846	0.011591	0.003268	0.006282	0.006341	0.002864	0.006813	0.005556	0.002894	0.011364	0.002197	0.016374	0.003562	0.002711	0.008935	0.003599	0.009922	0.005632	0.003336
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__uncultured_rumen	0.015974	0.016986	0.005049	0.020007	0.018135	0.016637	0.008213	0.011886	0.032319	0.011524	0.013266	0.011631	0.008213	0.018135	0.017301	0.018960	0.006088	0.011508	0.013417	0.009260	0.018933	0.017927	0.011825	0.019605	0.016986	0.033388	0.015774
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__[Eubacterium]_coprostanoligenes_group|g__[Eubacterium]_coprostanoligenes_group|s__unidentified	0.001675	0.001738	0.000354	0.008604	0.001262	0.002783	0.001762	0.002252	0.006715	0.004593	0.001179	0.002383	0.001762	0.001262	0.002208	0.001413	0.000916	0.003837	0.000819	0.004027	0.001199	0.000989	0.002781	0.001449	0.001738	0.002175	0.000626
