clade_name	ERR1398151	ERR1398080	ERR1398101	ERR1398181	ERR1398239	ERR1398202	ERR1398231	ERR1398192	ERR1398142	ERR1398086	ERR1398075	ERR1398073	ERR1398193	ERR1398229	ERR1398238	ERR1398249	ERR1398191	ERR1398128	ERR1398112	ERR1398209	ERR1398124	ERR1398241	ERR1398204	ERR1398157	ERR1398131	ERR1398123	ERR1398178	ERR1398234	ERR1398243	ERR1398113	ERR1398090	ERR1398223	ERR1398134	ERR1398105	ERR1398072	ERR1398148	ERR1398246	ERR1398174	ERR1398228	ERR1398094
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	5.5e-05	0.034731	0.02043	0.000678	0.011363	0.001	0.003585	0.000152	0.00104	0.000375	0.008503	0.054624	0.000809	0.000742	0.044847	0.000768	0.000716	0.032595	0.051175	0.000857	0.044499	0.041761	0.052071	0.013177	0.000816	0.036805	0.000341	0.000839	0.000746	0.03402	0.000782	0.019203	0.001128	0.006266	0.000939	0.001204	0.01229	0.03535	0.002671	0.054765
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	4.6e-05	0.006735	0.004179	0.000646	0.002398	0.000902	0.000944	9.6e-05	0.000797	0.000172	0.001911	0.010404	0.000756	0.0007	0.008564	0.000723	0.000675	0.006335	0.009803	0.000519	0.008673	0.008024	0.009941	0.002758	0.000758	0.007158	0.000167	0.000775	0.000704	0.006654	0.000735	0.004001	0.000758	0.001429	0.000693	0.000936	0.002606	0.006898	0.000818	0.010451
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecichinchillae	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.3e-05	1.6e-05	1.1e-05	1.5e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.6e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.3e-05	1e-05	1.4e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	3.3e-05	0.000766	0.00075	1.8e-05	0.000703	3.5e-05	0.000487	7.4e-05	7e-05	0.000136	0.000672	0.000635	2.4e-05	2.1e-05	0.000705	2.2e-05	2e-05	0.000772	0.000673	0.00011	0.000732	0.000713	0.000659	0.000713	2.4e-05	0.000757	0.000137	2.6e-05	2.1e-05	0.000761	2.3e-05	0.00078	9.6e-05	0.000608	7.7e-05	7.4e-05	0.000717	0.000754	0.000445	0.000639
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis_CAG_32	0.000101	5.4e-05	7.3e-05	2e-05	0.000123	4e-05	0.000193	0.000168	0.000111	0.000189	0.000157	2.8e-05	2.8e-05	2.3e-05	3.7e-05	2.5e-05	2.2e-05	5.9e-05	3.2e-05	0.000191	4e-05	4.2e-05	3.1e-05	0.000106	2.7e-05	5e-05	0.000211	3e-05	2.4e-05	5.6e-05	2.6e-05	8.9e-05	0.000142	0.000145	0.000129	0.000103	0.00011	5e-05	0.000251	2.8e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	0.000112	0.001297	0.001183	0.000248	0.001155	0.000365	0.000785	0.000214	0.000486	0.000314	0.001094	0.00115	0.000299	0.00027	0.001228	0.000284	0.000262	0.00131	0.001197	0.000439	0.001264	0.001246	0.001174	0.001149	0.000294	0.001274	0.000315	0.000307	0.000275	0.001297	0.000288	0.001267	0.000494	0.000959	0.000484	0.000512	0.001138	0.001257	0.00075	0.001153
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fluxus	2.1e-05	6.8e-05	8.4e-05	1e-05	0.000104	1e-05	0.000115	4.2e-05	2.5e-05	6e-05	0.000118	4.2e-05	1e-05	1e-05	5.3e-05	1e-05	1e-05	7.1e-05	4.7e-05	4.3e-05	5.7e-05	5.6e-05	4.5e-05	9.8e-05	1e-05	6.5e-05	6.2e-05	1e-05	1e-05	6.9e-05	1e-05	9.4e-05	3.4e-05	0.00011	3e-05	2.5e-05	0.000101	6.5e-05	0.000121	4.2e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	1e-05	0.025847	0.012192	0.000429	0.005043	0.000618	0.001073	2.2e-05	0.00046	6.1e-05	0.003402	0.054321	0.000506	0.000469	0.039172	0.000486	0.000453	0.023384	0.048288	0.000282	0.038458	0.034858	0.049862	0.006291	0.000519	0.028408	5.8e-05	0.000528	0.00047	0.025057	0.000493	0.010881	0.000486	0.002211	0.000372	0.000613	0.005715	0.027017	0.000788	0.054563
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_galacturonicus	1.6e-05	0.000132	0.00014	1e-05	0.000152	1e-05	0.00013	3.4e-05	2.4e-05	5.4e-05	0.000158	9.7e-05	1e-05	1e-05	0.000113	1e-05	1e-05	0.000134	0.000105	3.9e-05	0.000118	0.000117	0.000103	0.000151	1e-05	0.000129	5.5e-05	1e-05	1e-05	0.000132	1e-05	0.000153	3.2e-05	0.000149	2.8e-05	2.3e-05	0.000155	0.000128	0.000127	9.7e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis	4e-05	0.000831	0.000879	1.3e-05	0.000837	2.7e-05	0.000605	8.7e-05	6.3e-05	0.000177	0.00083	0.000631	1.9e-05	1.6e-05	0.000735	1.7e-05	1.5e-05	0.000835	0.000682	0.00011	0.000757	0.000746	0.000664	0.000862	1.8e-05	0.000818	0.000169	2e-05	1.6e-05	0.000821	1.7e-05	0.000914	8.7e-05	0.000782	7.2e-05	6.5e-05	0.000887	0.000819	0.000549	0.000634
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	0.00013	0.004462	0.003685	0.000719	0.002842	0.000985	0.001633	0.000264	0.000987	0.000437	0.002498	0.004805	0.000836	0.000774	0.004712	0.000798	0.000751	0.004353	0.004839	0.000778	0.004777	0.004634	0.00482	0.003061	0.000831	0.004554	0.000425	0.000855	0.000779	0.004414	0.000811	0.003665	0.000975	0.002167	0.000923	0.001106	0.002989	0.004491	0.001418	0.004815
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	1.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.3e-05	1.9e-05	1.4e-05	1.6e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.6e-05	1e-05	1.7e-05	1.3e-05	1e-05	1e-05	1.8e-05	1e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_oleiciplenus	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.2e-05	1.5e-05	1.3e-05	1.4e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.6e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1e-05	1.5e-05	1.2e-05	1e-05	1e-05	1.7e-05	1e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	8.5e-05	0.008832	0.006434	0.000319	0.004539	0.000498	0.002113	0.000206	0.000589	0.000406	0.003838	0.010913	0.000389	0.000354	0.009984	0.000367	0.000338	0.008564	0.010696	0.000597	0.010102	0.009666	0.01072	0.00501	0.000389	0.009109	0.0004	0.000403	0.000352	0.008785	0.000372	0.006417	0.000698	0.003147	0.000564	0.000673	0.004846	0.008854	0.001786	0.010941
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius	0.004218	0.076485	0.057507	0.016805	0.042292	0.01968	0.021816	0.006261	0.017403	0.00795	0.035665	0.099029	0.01812	0.017437	0.088806	0.017784	0.017185	0.074609	0.09569	0.012458	0.088993	0.085752	0.096618	0.045959	0.018215	0.079804	0.007811	0.018394	0.017546	0.076458	0.017909	0.056348	0.016341	0.030727	0.016785	0.019386	0.044143	0.078303	0.018752	0.099192
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	3.1e-05	0.001529	0.001339	1.9e-05	0.001196	3.7e-05	0.000671	7.6e-05	7.4e-05	0.000156	0.001074	0.00144	2.6e-05	2.2e-05	0.0015	2.4e-05	2.1e-05	0.001518	0.001486	0.000112	0.001524	0.001493	0.001467	0.00124	2.6e-05	0.001531	0.000145	2.8e-05	2.3e-05	0.001516	2.5e-05	0.001388	0.000101	0.000959	8.1e-05	7.9e-05	0.001226	0.001506	0.000579	0.001446
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_144	1.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.6e-05	2e-05	1.5e-05	1.9e-05	1.3e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1.2e-05	1.8e-05	1.4e-05	1e-05	1e-05	2.3e-05	1e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_443	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1.7e-05	1.2e-05	1.6e-05	1.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1e-05	1.5e-05	1.1e-05	1e-05	1e-05	2e-05	1e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_OM08_11	9.5e-05	2.6e-05	3.7e-05	2e-05	6.4e-05	3.8e-05	0.000115	0.000146	9.9e-05	0.000137	8.5e-05	1.3e-05	2.8e-05	2.3e-05	1.8e-05	2.5e-05	2.2e-05	2.9e-05	1.5e-05	0.000149	1.9e-05	2e-05	1.4e-05	5.5e-05	2.6e-05	2.4e-05	0.000162	2.9e-05	2.4e-05	2.8e-05	2.6e-05	4.5e-05	0.000119	7.7e-05	0.000122	9.7e-05	5.6e-05	2.4e-05	0.00016	1.3e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	0.006145	0.082805	0.07294	0.006048	0.062215	0.008024	0.038353	0.01	0.010573	0.014694	0.0557	0.086193	0.006858	0.006447	0.085282	0.006608	0.006231	0.082048	0.086397	0.011629	0.085703	0.084019	0.086188	0.064535	0.006805	0.083538	0.013594	0.007037	0.006448	0.082065	0.00665	0.071885	0.011758	0.050748	0.010995	0.010847	0.063461	0.082638	0.033137	0.086377
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	2.5e-05	0.011336	0.006769	0.000461	0.003784	0.000646	0.001184	6.3e-05	0.000522	0.000138	0.002802	0.017929	0.000537	0.000501	0.014765	0.000519	0.000483	0.010707	0.016772	0.000323	0.014631	0.013602	0.017046	0.004336	0.000545	0.012096	0.000131	0.000555	0.000503	0.011074	0.000524	0.006322	0.000518	0.002104	0.000451	0.000646	0.004097	0.011649	0.00088	0.018013
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	0.011171	0.094273	0.089373	0.003932	0.076583	0.00553	0.052418	0.016524	0.008354	0.023834	0.072095	0.093189	0.004583	0.004238	0.095085	0.004337	0.004082	0.093117	0.094909	0.012105	0.096192	0.094754	0.09417	0.081126	0.004529	0.095107	0.022141	0.0047	0.004228	0.094541	0.004399	0.089333	0.010614	0.067259	0.009212	0.00885	0.079915	0.094666	0.046774	0.09335
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.003531	0.115974	0.085495	0.00927	0.057958	0.011668	0.029051	0.005516	0.011081	0.00858	0.047347	0.159145	0.010339	0.009803	0.140203	0.009952	0.009582	0.111559	0.151288	0.009497	0.137554	0.131427	0.153246	0.06277	0.010429	0.121166	0.007797	0.010584	0.00978	0.113656	0.010057	0.079028	0.011801	0.040493	0.010611	0.012879	0.060635	0.119119	0.022716	0.159644
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	6.2e-05	0.003246	0.002451	0.000132	0.001831	0.000212	0.000937	0.000134	0.000282	0.000229	0.001595	0.003752	0.000165	0.000146	0.003545	0.000154	0.000141	0.003151	0.003727	0.000277	0.003617	0.003458	0.00372	0.001993	0.000165	0.003317	0.00022	0.000172	0.000149	0.003215	0.000158	0.002492	0.000323	0.001342	0.00029	0.000321	0.001943	0.00324	0.000791	0.003764
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	0.000392	0.002813	0.00246	0.00061	0.002443	0.000875	0.001864	0.000663	0.00118	0.000899	0.002409	0.002667	0.000729	0.000661	0.002703	0.000691	0.000643	0.002833	0.002727	0.001135	0.002801	0.002763	0.002706	0.002445	0.000717	0.002786	0.000906	0.000749	0.00067	0.002827	0.000701	0.002646	0.001249	0.002093	0.001216	0.001236	0.002419	0.002728	0.0018	0.002668
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	0.000416	0.001476	0.00151	0.000524	0.001653	0.000768	0.001433	0.000669	0.001129	0.000844	0.001695	0.001166	0.000633	0.000568	0.001304	0.000595	0.00055	0.001517	0.001246	0.00118	0.001365	0.001368	0.001219	0.001614	0.000619	0.001452	0.000906	0.000649	0.000576	0.00151	0.000604	0.001643	0.001219	0.001517	0.001207	0.001188	0.001588	0.001438	0.001579	0.001167
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis	0.000421	0.001454	0.00158	0.000515	0.001659	0.000756	0.001577	0.000676	0.001118	0.000869	0.001766	0.001114	0.000627	0.00056	0.001273	0.000586	0.000541	0.00148	0.001194	0.001153	0.001318	0.001314	0.001166	0.001676	0.000605	0.001427	0.000908	0.000642	0.000569	0.001466	0.000597	0.001684	0.001195	0.001647	0.001162	0.001155	0.001701	0.001425	0.001628	0.001117
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter	4.3e-05	0.001134	0.000974	2.5e-05	0.000901	4.8e-05	0.000626	9.6e-05	9.3e-05	0.000184	0.000884	0.00111	3.4e-05	2.9e-05	0.00111	3.1e-05	2.7e-05	0.001132	0.001133	0.000148	0.001158	0.001125	0.001122	0.000932	3.3e-05	0.001132	0.000176	3.6e-05	2.9e-05	0.001141	3.1e-05	0.001055	0.000132	0.000756	0.000105	0.000101	0.000929	0.001106	0.000595	0.001112
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_fastidiosus	4.4e-05	0.001132	0.000998	2.7e-05	0.000914	4.8e-05	0.000607	0.000101	8.9e-05	0.000178	0.000855	0.001096	3.5e-05	3e-05	0.001119	3.2e-05	2.9e-05	0.001131	0.001125	0.000129	0.00115	0.001117	0.001115	0.000928	3.5e-05	0.001142	0.000168	3.7e-05	3.1e-05	0.001133	3.3e-05	0.001032	0.000117	0.000749	0.0001	9.7e-05	0.000916	0.001122	0.000538	0.0011
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_secundus	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1.8e-05	1.4e-05	1.7e-05	1.4e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.6e-05	1.2e-05	1.7e-05	1.3e-05	1e-05	1e-05	2.3e-05	1e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	0.000695	0.002639	0.002761	0.000598	0.002924	0.000847	0.0026	0.001141	0.001258	0.001413	0.002977	0.002091	0.000709	0.000642	0.002364	0.000674	0.000627	0.002677	0.002228	0.001336	0.002412	0.002398	0.002184	0.00289	0.000692	0.00261	0.001476	0.000726	0.000655	0.002636	0.000686	0.002887	0.001344	0.002835	0.001376	0.001278	0.002933	0.002597	0.002549	0.002101
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas	0.000135	0.000522	0.000547	6.9e-05	0.000639	0.000119	0.000598	0.000241	0.000231	0.000329	0.000683	0.000385	8.9e-05	7.8e-05	0.000443	8.3e-05	7.5e-05	0.000536	0.000414	0.000326	0.000464	0.000461	0.000405	0.000614	8.7e-05	0.000506	0.000352	9.3e-05	7.9e-05	0.000523	8.4e-05	0.000602	0.000286	0.000626	0.000257	0.00023	0.000623	0.000501	0.000622	0.000386
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_synergistica	2.8e-05	0.000102	0.000121	1e-05	0.000147	1.6e-05	0.000145	5.5e-05	3.8e-05	7.8e-05	0.00016	6.5e-05	1.1e-05	1e-05	8.1e-05	1e-05	1e-05	0.000106	7.3e-05	5.8e-05	8.6e-05	8.7e-05	7e-05	0.000142	1.1e-05	9.8e-05	8.1e-05	1.2e-05	1e-05	0.000104	1.1e-05	0.000138	4.8e-05	0.000154	4.4e-05	3.7e-05	0.000145	9.8e-05	0.000153	6.6e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	0.000126	0.00038	0.000432	5.7e-05	0.000508	9.7e-05	0.000502	0.000213	0.000191	0.000289	0.000552	0.000259	7.4e-05	6.4e-05	0.000313	6.8e-05	6.1e-05	0.000392	0.000284	0.00026	0.00033	0.000327	0.000276	0.000486	7.2e-05	0.000367	0.000308	7.7e-05	6.5e-05	0.000384	7e-05	0.000473	0.000232	0.000515	0.000216	0.000193	0.000498	0.000367	0.000532	0.00026
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter	0.000545	0.002126	0.002161	0.000444	0.002385	0.000679	0.001982	0.000902	0.001094	0.001153	0.00239	0.001709	0.000546	0.000486	0.00192	0.000511	0.000467	0.002172	0.001809	0.001198	0.001956	0.001962	0.001773	0.00232	0.000533	0.002086	0.001165	0.000563	0.000493	0.00214	0.00052	0.002319	0.001186	0.002246	0.001178	0.001122	0.002323	0.002074	0.001957	0.001713
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	0.000614	0.002121	0.002192	0.000463	0.002279	0.000697	0.001943	0.000994	0.001105	0.001199	0.002246	0.001738	0.000566	0.000505	0.001951	0.00053	0.000489	0.002149	0.001835	0.001182	0.001984	0.001972	0.001797	0.002236	0.000552	0.002083	0.001205	0.000583	0.000512	0.002104	0.00054	0.00229	0.001169	0.002189	0.001212	0.001114	0.002277	0.002089	0.001862	0.001742
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	1.3e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	2.1e-05	1.5e-05	1.8e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1e-05	1.9e-05	1.4e-05	1e-05	1e-05	2.1e-05	1e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	1.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	2e-05	1.5e-05	1.7e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1e-05	1.8e-05	1.4e-05	1e-05	1e-05	2e-05	1e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1.7e-05	1.3e-05	1.6e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.9e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1e-05	1.6e-05	1.2e-05	1e-05	1e-05	1.9e-05	1e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_gingivalis	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.3e-05	1.8e-05	1.3e-05	1.6e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.9e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.9e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1e-05	1.6e-05	1.2e-05	1e-05	1e-05	1.9e-05	1e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_HMSC065F10	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1.8e-05	1.2e-05	1.6e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.9e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.3e-05	1e-05	1.5e-05	1.1e-05	1e-05	1e-05	1.9e-05	1e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis	0.001619	0.001792	0.001963	0.001107	0.002488	0.001579	0.002795	0.002338	0.002569	0.002455	0.00276	0.001291	0.001325	0.001193	0.001492	0.001249	0.001157	0.001865	0.001396	0.002889	0.001559	0.001585	0.001362	0.002323	0.001281	0.001738	0.002682	0.001359	0.001208	0.001831	0.001264	0.002174	0.002776	0.002544	0.002907	0.002583	0.002337	0.001717	0.003248	0.001291
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.344299	0.004572	0.005115	0.817681	0.009165	0.751372	0.024513	0.241509	0.588995	0.102495	0.012879	0.003415	0.793394	0.802265	0.003614	0.80582	0.812052	0.004993	0.003581	0.384923	0.003916	0.004087	0.003532	0.007514	0.794264	0.004302	0.13336	0.787335	0.811754	0.00497	0.80327	0.006289	0.48832	0.010324	0.557443	0.596015	0.007314	0.004159	0.043295	0.003392
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	0.000377	0.002429	0.00239	0.000311	0.002438	0.000487	0.001973	0.000656	0.00079	0.000912	0.002472	0.002057	0.000384	0.000343	0.002246	0.000361	0.00033	0.002453	0.002155	0.000946	0.002286	0.002262	0.002123	0.002447	0.000376	0.002412	0.00096	0.000397	0.000346	0.002427	0.000365	0.00252	0.000928	0.002248	0.000842	0.000837	0.002468	0.002391	0.001979	0.002065
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	3.9e-05	0.00028	0.000299	1.6e-05	0.000342	3e-05	0.000292	7.8e-05	6.6e-05	0.000124	0.000356	0.000201	2.2e-05	1.8e-05	0.000237	2e-05	1.7e-05	0.000288	0.00022	0.000102	0.000247	0.000247	0.000213	0.000335	2.1e-05	0.000273	0.000128	2.3e-05	1.9e-05	0.000284	2e-05	0.000333	8.5e-05	0.000329	7.5e-05	6.8e-05	0.000339	0.000271	0.000295	0.000202
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	0.00036	0.002093	0.002124	0.000291	0.002163	0.000436	0.001837	0.000634	0.000674	0.000889	0.002177	0.001724	0.000352	0.000316	0.001917	0.000334	0.000306	0.002116	0.001827	0.00079	0.001972	0.001953	0.001789	0.002165	0.000346	0.002068	0.000902	0.000363	0.000323	0.002096	0.000339	0.00226	0.000764	0.002052	0.000751	0.000706	0.002192	0.002058	0.001774	0.001728
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0.351081	0.003347	0.003906	0.833856	0.007152	0.750807	0.02094	0.250017	0.591497	0.101402	0.010356	0.002409	0.80274	0.815937	0.002598	0.816008	0.82585	0.003666	0.002537	0.3807	0.002806	0.002928	0.002494	0.005719	0.799288	0.003117	0.127629	0.790945	0.821927	0.003604	0.810718	0.004728	0.482696	0.008178	0.550695	0.586138	0.005625	0.003026	0.038962	0.002395
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.3e-05	1.5e-05	1.2e-05	1.5e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1e-05	1.5e-05	1.2e-05	1e-05	1e-05	1.8e-05	1e-05
